drug_name,indication_name
ciclopirox,diabetic neuropathy
anastrozole,menopause
hepatitis,hepatitis a
meclofenamate,arthritis
tirofiban,thrombocytopenia
cefepime,lower respiratory tract infection
telmisartan,peripheral arterial occlusive disease
pentamidine,acquired immunodeficiency syndrome
ici,disease progression
monomycin,rheumatic fever
glucose,nitrogen balance negative
ciclopirox,dandruff
tetracycline,cholera
triiodothyronine,hyperthyroidism
colestipol,hypercholesterolaemia
rimantadine,infection
nitrazepam,insomnia
chlorpromazine,liver disorder
nitrofurantoin,pruritus
famotidine,vomiting
tofacitinib,rheumatoid arthritis
cyproterone,hirsutism
probenecid,hyperuricaemia
erythromycin,tetany
chlorthalidone,hypercalciuria
desloratadine,chronic spontaneous urticaria
ciclopirox,diabetes mellitus
famotidine,renal impairment
ranitidine,systemic mastocytosis
trans,pulmonary embolism
methyltestosterone,cryptorchism
vilazodone,hypersomnia
fluconazole,fungal skin infection
chlorpheniramine,hypersensitivity
demethyl,seborrhoeic dermatitis
chlorhexidine,gingival bleeding
delta,vomiting
cgp,asthma
spironolactone,essential hypertension
isoniazid,skin test positive
auranofin,synovitis
trans,surgery
glucose,nephropathy
clevidipine,essential hypertension
fexofenadine,rhinitis seasonal
isoproterenol,cardiac arrest
iodide,metastasis
aminophylline,cardiac failure congestive
finasteride,benign prostatic hyperplasia
cabergoline,mental disorder
ospemifene,menopause
nizatidine,oesophagitis ulcerative
acenocoumarol,atrial fibrillation
ethambutol,eye disorder
promethazine,procedural vomiting
vinblastine,langerhans' cell histiocytosis
ephedrine,rhinorrhoea
triamterene,nephrotic syndrome
amoxicillin,seasonal allergy
polymyxin,urinary tract infection
propranolol,cardiac failure
gadoteridol,renal impairment
tenoxicam,tendonitis
ciclopirox,nail disorder
oseltamivir,hyperhidrosis
lincomycin,erysipelas
norfloxacin,sexually transmitted disease
trifluoperazine,alcoholism
terbinafine,tinea versicolour
ciclopirox,epilepsy
nefazodone,dysphoria
bosutinib,leukaemia
polythiazide,cardiac failure congestive
fenofibric,aortic aneurysm
thyroxine,hyperthyroidism
hydroxocobalamin,multiple sclerosis
gemfibrozil,blood triglycerides increased
canagliflozin,urticaria
lidocaine,post herpetic neuralgia
entecavir,inflammation
ofatumumab,chronic lymphocytic leukaemia refractory
pentastarch,hypovolaemia
mefloquine,plasmodium falciparum infection
metformin,myocardial infarction
vilazodone,asthenia
n-acetylcysteine,bronchopulmonary disease
6-mercaptopurine,neoplasm
aclidinium,bronchial hyperreactivity
4-ap,gait disturbance
trifluoperazine,agitation
prazosin,acute coronary syndrome
cefotaxime,nephropathy toxic
amprenavir,dermatitis
sitagliptin,hypoglycaemia
thiazide,fluid overload
rimonabant,weight decreased
clobetasone,dermatitis contact
repaglinide,type 1 diabetes mellitus
liraglutide,pancreatitis acute
famotidine,gastrinoma
itraconazole,fungal infection
mebendazole,trichuriasis
hepatitis,hepatitis e
pegaptanib,glaucoma
5-fu,neoplasm malignant
cyclopentolate,cycloplegia
gentamicin,acne pustular
tramazoline,nasopharyngitis
fenoldopam,hypertension
demeclocycline,yaws
flucloxacillin,renal failure
glimepiride,blood glucose decreased
pentamidine,immunodeficiency
etidronate,bone pain
canagliflozin,renal failure
sodium,palpitations
lymecycline,bronchitis chronic
kanamycin,renal failure
colestyramine,short-bowel syndrome
fusidic,endocarditis
buspirone,psychotic disorder
isocarboxazid,hypersomnia
anagrelide,essential thrombocythaemia
ketotifen,asthma
epitopic,inflammation
ivermectin,strongyloidiasis
oxytetracycline,yaws
phenylbutyric,carbamoyl phosphate synthetase deficiency
solifenacin,urge incontinence
nandrolone,anaemia
ephedrine,adams-stokes syndrome
reserpine,agitation
quinaprilat,hypotension
dantrolene,carbon dioxide increased
betamethasone,dermatitis contact
cortisone,keratitis
chlorhexidine,periodontitis
amiloride,oedema
samarium,bone pain
5-fluorocytosine,cryptococcosis
isocarboxazid,bradyphrenia
citric,ph urine decreased
nandrolone,osteoporosis
chloroquine,amoebiasis
phenylpropanolamine,headache
rifabutin,renal impairment
cefditoren,pharyngitis streptococcal
oxytocin,postpartum haemorrhage
timentin,infection
ceftazidime,bursitis
diflunisal,rheumatoid arthritis
griseofulvin,chromoblastomycosis
metolazone,foetor hepaticus
bezafibrate,dyslipidaemia
monomycin,legionella infection
s-benzoylmercaptoacetyltriglycine,urinary tract obstruction
hydroxyurea,malignant melanoma
granisetron,neoplasm malignant
dofetilide,arrhythmia supraventricular
thiamine,decreased appetite
demeclocycline,psittacosis
lincomycin,bronchitis chronic
isocarboxazid,anxiety
sodium,ketoacidosis
eltrombopag,aplastic anaemia
alx,hip fracture
glucose,hyperglycaemia
flucloxacillin,empyema
lincomycin,respiratory tract infection
thiabendazole,infestation
biguanide,acute hepatitis b
sodium,haemolysis
fusidic,conjunctivitis infective
potassium,paralysis
dihydroergotamine,fibrosis
metaproterenol,dyspnoea
acebutolol,extrasystoles
cortisol,arthritis
doripenem,pyelonephritis
5-aza-2'-deoxycytidine,acute leukaemia
tmc435,fibrosis
dextromethorphan,cough
mupirocin,folliculitis
mersyndol,toothache
cefdinir,bronchitis chronic
ticagrelor,ischaemic stroke
verapamil,cardiac failure
captopril,protein urine present
cantril,peptic ulcer
solifenacin,micturition urgency
olodaterol,chronic obstructive pulmonary disease
alfentanil,procedural nausea
colesevelam,coronary artery disease
eaca,premature separation of placenta
vasopressin,abdominal distension
budesonide,nasal polyps
fluconazole,peritonitis
clobetasone,seborrhoeic dermatitis
vincristine,ewing's sarcoma
sodium,renal impairment
digoxin,atrial fibrillation
sulfadiazine,inclusion conjunctivitis
haloperidol,conduct disorder
phenyllactate,pruritus
d-penicillamine,rheumatoid arthritis
colesevelam,type ii hyperlipidaemia
fenofibrate,peripheral vascular disorder
bleomycin,dysplasia
mipomersen,coronary artery disease
tolazamide,diabetes mellitus
prednisone,colitis ulcerative
radium,prostate cancer
mafenide,burns third degree
deferasirox,thalassaemia beta
demeclocycline,granuloma inguinale
amobarbital,insomnia
vitamin,haemorrhage
tadenan,teratogenicity
nitrite,mental disorder
vilazodone,agitation
etidronate,extraskeletal ossification
itraconazole,fungal skin infection
raloxifene,osteoporosis
carfilzomib,plasma cell myeloma
sulfamethoxazole,infection
revasc,haemoglobin
doripenem,pneumonia
hepatitis,coagulopathy
glycopyrrolate,gastrointestinal disorder
erythromycin,renal failure
tirofiban,diabetes mellitus
loperamide,inflammatory bowel disease
cefditoren,pharyngitis
azithromycin,bronchial hyperreactivity
6-mercaptopurine,hodgkin's disease
isoxsuprine,cerebrovascular insufficiency
thiazide,cardiac failure congestive
ethacrynic,oedema
trans,embolism
eaca,prostate cancer
naphazoline,pallor
iodide,emphysema
spironolactone,nephrotic syndrome
phenylephrine,iris adhesions
norfloxacin,cystitis noninfective
bromocriptine,azoospermia
sacrosidase,sucrase-isomaltase deficiency
cyanocobalamin,haemolytic anaemia
nadolol,cardiac failure
ephedrine,shock
tolazamide,obesity
chlorthalidone,discomfort
cortisone,seborrhoeic dermatitis
cyproheptadine,vasomotor rhinitis
warfarin,embolism
benztropine,extrapyramidal disorder
vitamin,factor ii deficiency
aspirin,rheumatic fever
streptomycin,pneumonia klebsiella
alprazolam,paraesthesia
nimodipine,cerebral vasoconstriction
ceftriaxone,peritonitis
potassium,cardiac failure congestive
liraglutide,type 1 diabetes mellitus
cefadroxil,renal failure
clobetasol,lichenification
esmolol,coronary artery disease
copper,nulliparous
eptifibatide,acute coronary syndrome
adefovir,liver disorder
rifampicin,leprosy
acenocoumarol,coagulopathy
tibolone,artificial menopause
ruxolitinib,myeloid metaplasia
hydroxocobalamin,vegetarian
umeclidinium,bronchial hyperreactivity
gadodiamide,renal failure
ethambutol,tuberculosis
ntbc,tyrosinaemia
ramiprilat,cardiac failure
dopamine,renal failure
nafcillin,staphylococcal infection
hydralazine,renal failure
sulfadiazine,urinary tract obstruction
nafarelin,pituitary tumour
nitrogen,non-hodgkin's lymphoma
bromocriptine,loss of libido
acth(1-39,sarcoidosis
bromfenac,corneal erosion
methyltestosterone,neoplasm
dimenhydrinate,vertigo
maprotiline,menopausal depression
alprazolam,shock
sulfasalazine,diarrhoea
auranofin,rheumatoid arthritis
nebivolol,diabetes mellitus
rifaximin,body temperature increased
lithium,poisoning
isoniazid,low income
cerivastatin,type iib hyperlipidaemia
nitric,pulmonary hypertension
indacaterol,emphysema
imipramine,depressive symptom
hydroflumethiazide,hepatic cirrhosis
torasemide,polyuria
chloramphenicol,pneumonia chlamydial
disulfiram,flushing
idarubicin,acute myeloid leukaemia
fenoprofen,arthritis
technetium-99m,vesicoureteric reflux
ticagrelor,bronchial hyperreactivity
flucloxacillin,acute tonsillitis
vitamin,rickets
famotidine,renal failure
choline,bronchospasm
brolene,acanthamoeba keratitis
ruxolitinib,splenomegaly
prednisolone,hypoplastic anaemia
acarbose,type 2 diabetes mellitus
ramiprilat,myocardial infarction
actinomycin,testis cancer
nitroglycerin,cardiac index
cefotaxime,sepsis
cefprozil,bronchitis chronic
gadobutrol,renal impairment
miconazole,infection
risedronate,gastrointestinal disorder
oxytocin,imminent abortion
colesevelam,hyperlipidaemia
cosyntropin,pemphigus
metolazone,gravitational oedema
edta,metal poisoning
aspirin,toothache
roxithromycin,bronchitis chronic
vancocine,endocarditis
monoethanolamine,varices oesophageal
tetracycline,anthrax
rosuvastatin,arteriosclerosis
nitrite,hyperventilation
anidulafungin,infection
colesevelam,cardiovascular disorder
lincomycin,shigella infection
methenamine,body temperature increased
riociguat,connective tissue disorder
gentamicin,renal impairment
clorazepate,anxiety
midodrine,vascular resistance systemic
levomepromazine,nausea
cisatracurium,hypotonia
vitamin,hypoprothrombinaemia
flucloxacillin,osteomyelitis
rasburicase,hyperuricaemia
penicillin,hypersensitivity
albendazole,echinococciasis
adefovir,inflammation
sertaconazole,sensitisation
sodium,hypertensive crisis
epinephrine,hypertension
nalidixic,infection
isocarboxazid,suicide attempt
anthracycline,neoplasm
phosphate,hypophosphataemia
monamine,vomiting
trifluorothymidine,keratitis
warfarin,thrombophlebitis
nitrofurantoin,dermatitis
procaine,staphylococcal infection
ampicillin,streptococcal endocarditis
alogliptin,cardiac failure congestive
riociguat,hypertension
ciclopirox,tinea infection
oxazepam,tremor
trihexyphenidyl,parkinsonism
tetracycline,bartonellosis
oxymetholone,myeloid metaplasia
ampicillin,asthma
eltrombopag,hepatitis c
mometasone,seborrhoeic dermatitis
phenylbutyric,hyperammonaemic encephalopathy
metaproterenol,sarcoidosis
cortisone,sympathetic ophthalmia
dihydroergotamine,cerebral haemorrhage
ceftriaxone,lower respiratory tract infection
lincomycin,tonsillitis
colestipol,low density lipoprotein increased
nitrite,hypotension
pitavastatin,dyslipidaemia
cefdinir,rheumatic fever
glycopyrrolate,bronchial hyperreactivity
tenoxicam,osteoarthritis
bezafibrate,arteriosclerosis coronary artery
metaiodobenzylguanidine,hyperplasia
prednisolone,fungal infection
phenylbutyric,immobile
paromomycin,amoebic colitis
amd3100,non-hodgkin's lymphoma
metaxalone,hypersensitivity
domperidone,flatulence
amd3100,myocardial infarction
lincomycin,paronychia
nepafenac,injury
biguanide,hepatitis b e antigen positive
cyclizine,malaise
methsuximide,petit mal epilepsy
loratadine,rhinitis perennial
metipranolol,ocular hypertension
doxapram,carbon dioxide increased
68ga,hodgkin's disease
estriol,postmenopause
dolutegravir,hepatitis b
mafenide,bacterial infection
paraldehyde,tetanus
celiprolol,angina pectoris
isosulfan,chyluria
epinastine,conjunctivitis allergic
potassium,familial periodic paralysis
tetrofosmin,coronary artery disease
68ga,lymphoma
trien,arthritis
dacarbazine,neuroblastoma
polyoxyethylene,constipation
nitrogen,malaise
domperidone,gastritis
trimethobenzamide,procedural nausea
cortisone,acute leukaemia
crizotinib,electrocardiogram qt prolonged
epinephrine,anxiety
cortisone,pneumonia aspiration
chlorambucil,gestational trophoblastic tumour
choline,emphysema
adefovir,fibrosis
diatrizoate,infection
technetium-99m,myocardial ischaemia
clorazepate,anxiety disorder
chlorthalidone,gravitational oedema
clotrimazole,paronychia
sotalol,diabetes mellitus
megestrol,prostate cancer metastatic
lacosamide,epilepsy
mebendazole,diarrhoea
ceftazidime,respiratory tract infection
cephalexin,hypersensitivity
bosutinib,chronic myeloid leukaemia
promethazine,motion sickness
dihydroergotamine,aura
delta,autoimmune disorder
tinidazole,hepatocellular injury
methyclothiazide,hepatic cirrhosis
spironolactone,toxicity to various agents
rosuvastatin,cardiovascular disorder
atropine,abdominal pain upper
ziconotide,pain
nadolol,headache
raltitrexed,mesothelioma
tolbutamide,obesity
midodrine,orthostatic hypotension
cefepime,blister
thiamine,body temperature increased
metoclopramide,abnormal behaviour
tenofovir,pathogen resistance
cefixime,renal impairment
lomustine,hodgkin's disease
adenosine,ventricular tachycardia
simvastatin,diabetes mellitus
methylergometrine,uterine atony
monomycin,pharyngitis
glimepiride,neuropathy peripheral
cortisone,chorioretinitis
asenapine,bipolar disorder
vitamin,hypophosphataemia
vitamin,colitis ulcerative
methyl,porphyrin metabolism disorder
albendazole,liver disorder
metaxalone,discomfort
azithromycin,rheumatic disorder
hydroxocobalamin,convulsion
dexmedetomidine,agitation
dacarbazine,hodgkin's disease lymphocyte predominance type stage unspecified
terazosin,hypertension
hydroxocobalamin,vitamin b12 deficiency
gemfibrozil,type v hyperlipidaemia
diphenhydramine,nasopharyngitis
ampicillin,dysentery
potassium,blood potassium decreased
triiodothyronine,depressed level of consciousness
tiotropium,prostatomegaly
mipomersen,hypercholesterolaemia
actinomycin,neoplasm malignant
lincomycin,abscess
azilsartan,cardiac failure
tinidazole,vaginitis bacterial
chloramphenicol,bacteraemia
ampicillin,meningitis bacterial
tenoxicam,dysmenorrhoea
lincomycin,staphylococcal infection
methenamine,pyelonephritis
megestrol,endometrial hyperplasia
timentin,renal failure
fluoride,autoimmune disorder
loteprednol,punctate keratitis
diazoxide,cardiac failure congestive
fusidic,wound infection
sodium,tachycardia
bicarbonate,nephropathy toxic
quinapril,angioedema
alendronate,renal failure
bleomycin,testis cancer
pralidoxime,muscular weakness
megestrol,uterine cancer
naphazoline,rhinitis seasonal
trimethoprim-sulfamethoxazole,pneumonia
"1,25(oh)2d3",fracture
glucose,neuropathy peripheral
thiamine,encephalopathy
demeclocycline,cholera
gadobutrol,cardiovascular disorder
quinaprilat,diabetic nephropathy
cortisone,non-hodgkin's lymphoma
thiamine,coma
nadolol,migraine
nitrite,tachypnoea
ethacrynic,rheumatic heart disease
trans,arterial thrombosis
cefprozil,otitis media
linaclotide,constipation
heparin,embolism arterial
colestyramine,hypercholesterolaemia
calcium,poisoning
diflunisal,pain
ephedrine,rhinitis
lutalyse,benign hydatidiform mole
mupirocin,skin disorder
acipimox,lipid metabolism disorder
desloratadine,nasopharyngitis
cyproheptadine,conjunctivitis
calcium,rickets
trihexyphenidyl,extrapyramidal disorder
oseltamivir,asthenia
carbenicillin,infection
chlorambucil,chronic lymphocytic leukaemia
isoxsuprine,gangrene
ibutilide,sinus rhythm
dapagliflozin,genital infection
metaiodobenzylguanidine,medullary thyroid cancer
meclofenamate,spondyloarthropathy
trimethoprim-sulfamethoxazole,chancroid
capreomycin,tuberculosis
colestipol,high density lipoprotein decreased
levomepromazine,pain
technetium-99m,abdominal pain upper
atomoxetine,psychotic disorder
desvenlafaxine,suicidal ideation
etidronate,fibrosis
colestyramine,biliary cirrhosis primary
atosiban,premature delivery
forteo,osteoporosis
lisuride,prolactinoma
tetrofosmin,myocardial ischaemia
leucovorin,hepatocellular injury
cyproheptadine,anaphylactic shock
acth(1-39,keratitis
retigabine,epilepsy
vilazodone,dysphoria
carbinoxamine,rhinitis perennial
carbinoxamine,angioedema
nefazodone,depression
alendronate,bone disorder
vilazodone,major depression
